numero,Lat,Long,Nom,Ville,Pays,Type,star,isReservable,horaires,adresse,photo
121,-1.5510809,43.4859914,Sébastien Zozaya - Meilleur Ouvrier de France - Biarritz,Biarritz,France,boucherie,,,,16 Rue de la Bergerie,https://www.sebastienzozaya.fr/images/content/contact/sebastien-zozaya-meilleur-ouvrier-de-france_contact_02.jpg
122,,,Sébastien Zozaya - Meilleur Ouvrier de France - Anglet,Anglet,France,boucherie,,,,Halles des 5 Cantons,https://www.sebastienzozaya.fr/images/content/contact/sebastien-zozaya-meilleur-ouvrier-de-france_contact_02.jpg
123,,,Sébastien Zozaya - Meilleur Ouvrier de France - Bayonne,Bayonne,France,boucherie,,,,17 Rue Poissonnerie,https://www.sebastienzozaya.fr/images/content/contact/sebastien-zozaya-meilleur-ouvrier-de-france_contact_02.jpg
124,2.3394612,48.8781606,Berrie Martyrs,75009,France,epiceriefine/primeur/cremerie/boucherie/vins/boulangerie,,,,21 Rue des Martyrs,https://i.f1g.fr/media/eidos/704x/2019/08/05/XVM1088b0f6-c68a-11ea-88ae-75fe16daa1bb-300x200.jpg
125,2.3355589,48.8766772,Berrie Saint-Lazare,75009,France,epiceriefine/primeur/cremerie/boucherie/vins/boulangerie,,,,39 Rue Saint-Lazare,https://www.pagesjaunes.fr/media/ugc/berrie_lunch_garde_manger_07505600_102910814
126,2.3202369,48.8899008,Berrie Moines,75017,France,epiceriefine/primeur/cremerie/boucherie/vins/boulangerie,,,,45 Rue des Moines,https://i.f1g.fr/media/eidos/704x/2019/08/05/XVM1088b0f6-c68a-11ea-88ae-75fe16daa1bb-300x200.jpg
127,-3.6970244,40.4323227,Formaje,Madrid,Espagne,cremerie,,,,Plaza de Chamberí  9,https://cdn.thespaces.com/wp-content/uploads/2021/03/FORMAJE_pablo-zamora_HERO.jpg
128,2.3795163,48.8548442,Nanina,75011,France,cremerie,,,,24 Rue Basfroi,https://lh3.googleusercontent.com/p/AF1QipOgh0CuZTYnhk0rW_zRQGBspB3O4E-g0DNJFjOD=s1360-w1360-h1020
129,2.372889,48.8583952,Ebisu Poissonnerie,75011,France,poissonerie/japonais,,,,30 Rue du Chemin Vert,https://www.petitscommerces.fr/wp-content/uploads/2019/05/poissonnerie-restaurant-ebisu-rue-du-chemin-vert-paris-11-poissons-frais-quiberon-patrick-fernandez-et-thi.jpg
130,2.3492807,48.875758,Le Bel Ordinaire - Rive Gauche,75005,France,neobistrot,,,,5 Rue de Bazeilles,https://sortir.telerama.fr/sites/tr_master/files/styles/m_plus_640x360/public/assets/images/place/80/35/7/originale.jpg?itok=nbvvnRvD
131,2.3420781,48.8643574,Restaurant Kei,75001,France,gastronomique,oui,,,5 Rue Coq Héron,https://www.atabula.com/wp-content/uploads/2019/04/couv-1.jpg
132,2.3807315,48.8535789,Septime,75011,France,gastronomique/neobistrot,oui,,,80 Rue de Charonne,https://www.yonder.fr/sites/default/files/styles/mobile_360x484/public/destinations/A-septime-restaurant-paris-salle-decoration-3.jpg?itok=paZnUPK1
133,,,Clamato,75011,France,neobistrot,,,,80 Rue de Charonne,https://www.epicurious.com/images/articlesguides/diningtravel/restaurants/clamato_612.jpg
134,,,Septime La Cave,75011,France,vins/bar,,,,3 Rue Basfroi ,https://www.wendy-lyn.com/wp-content/uploads/2020/04/FullSizeRender-3-1.jpg
135,2.309736,48.860224,Restaurant David Toutain,75007,France,gastronomique,,,,29 Rue Surcouf,https://www.parisgourmand.com/images/stories/18-restos/David-Toutain-restaurant-Paris-7-f.jpg
136,2.7036939,50.7929559,Auberge du Vert Mont,Boeschepe,France,gastronomique/neobistrot/hotel,oui,,,1318 Rue du Mont Noir,http://www.larapporteuse.fr/public/2014_AubergeVertMont/AubergeduVertMont_larapporteuse.jpg
137,,,Bloempot,Lille,France,neobistrot/brasserie,,,,22 rue des Bouchers,https://lilleaddict.fr/wordpress/wp-content/uploads/2020/11/Bloempot-Florent-Ladeyn-Vieux-Lille.jpg
138,,,Bierbuik & Bloemeke,Lille,France,brasserie/sur_le_pouce,,,,19 rue Royale,https://lvdneng.rosselcdn.net/sites/default/files/dpistyles_v2/ena_16_9_extra_big/2019/06/18/node_600490/40358809/public/2019/06/18/B9719978065Z.1_20190618112251_000%2BGDIDS985K.2-0.jpg?itok=b6eJynhz1560849790
139,1.754556,50.471102,La Grenouillère,La Madelaine-sous-Montreuil,France,gastronomique/hotel,oui,,,19 Rue de la Grenouillère,https://i1.wp.com/www.experiencesluxe.com/wp-content/uploads/2020/02/Restaurant-La-Grenouille%CC%80re-a%CC%80-La-Madelaine-sous-Montreuil.jpg?fit=1024%2C610&ssl=1
140,2.3192137,48.8701341,Le Grand Restaurant - Jean-François Piège,75007,France,gastronomique,,,,7 Rue d'Aguesseau,https://media-cdn.tripadvisor.com/media/photo-s/15/87/f7/cd/salle1c-khanh-renaud.jpg
141,-2.2999281,47.023714,La Marine,Noirmoutier-en-l'Île,France,gastronomique,,,,3 Rue Marie Lemonnier,http://www.assiettesgourmandes.fr/wp-content/uploads/2013/04/restaurant-La-Marine-Noirmoutier-2.jpg
142,2.341767,48.8615012,Restaurant yam'Tcha,75001,France,gastronomique,,,,121 Rue St Honoré,https://www.theworlds50best.com/discovery/filestore/jpg/YamTcha-Paris-France-01.jpg
143,2.3169827,48.8557513,Arpège,75007,France,gastronomique,,,,84 Rue de Varenne,https://www.alain-passard.com/wp-content/uploads/2020/09/c536f9137fbaa0ad5afb8fb23abeaf79-750x1000.jpg
144,,,Restaurant La Scène - Stéphanie Le Quellec,75008,France,gastronomique,,,,32 Av. Matignon,https://i1.wp.com/www.experiencesluxe.com/wp-content/uploads/2020/02/La-Sce%CC%80ne.jpg?fit=1050%2C700&ssl=1
145,2.3373794,48.867702,Sushi-B Paris,75002,France,gastronomique/asiatique,,,,5 Rue Rameau,https://res.cloudinary.com/tf-lab/image/upload/restaurant/e442a89d-8ea6-4e4f-8fc9-5ef1488d94fa/b7e2eeaa-681f-4e4c-9e5c-0963b01e710a.jpg
146,2.3374347,48.8664208,Verjus,75001,France,neobistrot,,,,52 Rue de Richelieu,https://media-cdn.tripadvisor.com/media/photo-s/03/2b/5a/e9/verjus.jpg
147,2.2988973,48.873015,Restaurant Copenhague,75008,France,gastronomique,,,,142 Av. des Champs-Élysées,https://www.atabula.com/wp-content/uploads/2018/02/copenhague-paris-restaurant-plat.jpg
148,2.347721,48.876063,NESO,75009,France,gastronomique/neobistrot,,,,6 Rue Papillon,https://media-cdn.tripadvisor.com/media/photo-s/17/49/89/24/menu-degustation.jpg
149,4.88553,44.9176569,Maison Pic,Valence,France,gastronomique/hotel,,,,285 Av. Victor Hugo,https://media-cdn.tripadvisor.com/media/photo-s/0f/07/de/5a/les-creations-d-anne.jpg
150,,,La Dame de Pic,75001,France,gastronomique/neobistrot,,,,20 Rue du Louvre,https://media-cdn.tripadvisor.com/media/photo-s/0c/c8/5b/c4/la-dame-de-pic-paris.jpg
151,6.2108,45.83925,L’Auberge du Père Bise - Jean Sulpice,Talloires-Montmin,France,gastronomique/hotel,,,,303 Rte du Port,https://www.luckymiam.com/wp-content/uploads/Jean-sulpice-auberge-pere-bise-20.jpg
152,6.144522,45.9178437,Le Clos des Sens,Annecy,France,gastronomique/hotel,,,,13 Rue Jean Mermoz,https://www.theworlds50best.com/discovery/filestore/jpg/ClosdesSens-AnnecyleVieux-France-03.jpg
153,2.3097858,48.8673954,Le Clarence,75008,France,gastronomique,,,,31 Av. Franklin Delano Roosevelt,https://media-cdn.tripadvisor.com/media/photo-s/17/45/4e/fb/le-clarence.jpg
154,6.1223951,45.8997293,L'Esquisse,Annecy,France,neobistrot,,,,21 Rue Royale,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSdSiwjpOho26dlZO21EdTJXDJcm2ditvIE2w&usqp=CAU
155,6.172057,45.8888907,"Hôtel Restaurant Yoann CONTE, bord du lac",Veyrier-du-Lac,France,gastronomique/hotel,,,,13 Vieille Route des Pensières,
156,6.400328,45.878773,MARC VEYRAT - Maison des Bois,Manigod,France,gastronomique,,,,Rte du Col de la Croix Fry,https://www.yonder.fr/sites/default/files/styles/mobile_360x484/public/destinations/A-maison-des-bois-marc-veyrat-restaurant%20-%20copie.jpg?itok=8qlBOChd
157,12.6104808,55.6828273,Noma,Copenhague,Danemark,gastronomique,,,,Refshalevej 96  1432 København K,https://mobile-img.lpcdn.ca/lpca/924x/r3996/fd897d7f3bb434dbaa1c084ef7750037.jpeg
158,2.4365385,48.8476689,L'Ours,94300,France,gastronomique/neobistrot,,,,10 Rue de l'Église,https://www.sortiraparis.com/images/80/89838/524702-l-ours-vincennes-7.jpg
159,12.5721074,55.7036082,Geranium,Copenhague,Danemark,gastronomique,,,,Per Henrik Lings Allé 4  8. Sal  2100 København,https://media-cdn.tripadvisor.com/media/daodao/photo-s/0f/05/b5/07/caption.jpg
160,18.0585758,59.3338761,Frantzén,Stockholm,Suède,gastronomique,,,,Klara Norra kyrkogata 26,http://foodandsens.com/wp-content/uploads/2018/02/Restaurant-Frantzen-800x534.jpg
161,3.2986417,43.5545667,Äponem L'Auberge du Presbytere,Vailhan,France,gastronomique,,,,1 Rue de l'Eglise,https://media-cdn.tripadvisor.com/media/photo-s/1b/b6/25/2c/20200726-173820-largejpg.jpg
162,2.307617,48.873616,Apicius,75008,France,gastronomique,,,,20 Rue d'Artois,https://www.aleou.fr/images/prestataires/22325/max/apiciusrestaurantparisterrasse.jpg
163,2.8919657,44.6807651,Le Suquet - Sebastien Bras,Laguiole,France,gastronomique,,,,Route de Laguiole,https://www.bras.fr/upload/diaporama/13/bras-le-suquet3-22.jpg
164,2.3132848,48.8697628,La Réserve Paris - Hôtel et Spa,75008,France,gastronomique/hotel,,,,42 Av. Gabriel,https://media.lesechos.com/api/v1/images/view/60665372d286c255da1e4036/1280x720/061735934715-web-tete.jpg
165,2.3224834,48.8362615,Mosuke par Mory Sacko,75014,France,gastronomique/neobistrot,,,,11 Rue Raymond Losserand,https://offloadmedia.feverup.com/parissecret.com/wp-content/uploads/2021/01/18163634/BeFunky-collage-2021-01-18T163531.676-scaled.jpg
166,4.788747,43.74007,Baumanière Les Baux de Provence,Les Baux-de-Provence,France,gastronomique/hotel,,,,D27  Mas de Baumanière,http://foodandsens.com/wp-content/uploads/2018/08/laitue-1280x720.jpg
167,,,MAMICHE - Paris 9,75009,France,boulangerie/patisserie/sur_le_pouce,,,,45 Rue Condorcet,https://i.f1g.fr/media/eidos/orig/2019/09/04/XVMbd028d1c-cb26-11e9-a421-e882f5bf7edf.jpg
168,,,MAMICHE - Paris 10,75010,France,boulangerie/patisserie/sur_le_pouce,,,,32 Rue du Château d'Eau,https://www.sortiraparis.com/images/80/87713/476747-mamiche-2-8.jpg
169,2.3606901,48.8638169,Bontemps,75003,France,patisserie/the/brunch,,,,57 Rue de Bretagne,https://fr.newtable.com/uploads/medias/restaurants/images/large/4592-photo1.jpg
170,-1.6686864,43.380121,ETXE GOXOAN - Ciboure,Ciboure,France,boulangerie/patisserie,,,,51 Av. Jean Jaurès,https://cdn.radiofrance.fr/s3/cruiser-production/2020/12/58867458-6a1c-4fe2-9270-5822a29216c5/870x489_pain.jpg
171,,,ETXE GOXOAN - Halles Saint Jean de Luz,Saint Jean de Luz,France,boulangerie/patisserie,,,,Les Halles  Bd Victor Hugo,https://cdn.radiofrance.fr/s3/cruiser-production/2020/12/58867458-6a1c-4fe2-9270-5822a29216c5/870x489_pain.jpg
172,2.3360432,48.8401436,La Closerie des Lilas,75006,France,gastronomique/brasserie,,,,171 Bd du Montparnasse,https://res.cloudinary.com/tf-lab/image/upload/restaurant/bb6c7a6c-0149-4f2c-b6a7-a728df3d8746/59d6b06f-70c8-4e38-8879-d07f2d20f849.jpg
173,,,Wulff & Konstali Food Shop - Isafjordsgade,Copenhague,France,boulangerie/patisserie/sur_le_pouce/brunch,,,,Isafjordsgade 10  2300 København,https://images.squarespace-cdn.com/content/v1/5a82b01e2aeba51bd261d7e4/1580213321152-4NTIQ6W7ZFMHIH4H4H1Z/N%C3%B8rrebro+wulff+og+konstali+Sankt+hans+torv+david+thulstrup+food+shop+brunch+simpelt+bla%CC%8A+hyggelig+copenhagen+k%C3%B8benhavn++.jpg
174,,,Wulff & Konstali Food Shop - Sankt Hans Torv,Copenhague,France,boulangerie/patisserie/sur_le_pouce/brunch,,,,Sankt Hans Torv 30  2200 København,https://images.squarespace-cdn.com/content/v1/5a82b01e2aeba51bd261d7e4/1580213321152-4NTIQ6W7ZFMHIH4H4H1Z/N%C3%B8rrebro+wulff+og+konstali+Sankt+hans+torv+david+thulstrup+food+shop+brunch+simpelt+bla%CC%8A+hyggelig+copenhagen+k%C3%B8benhavn++.jpg
175,,,Wulff & Konstali Food Shop - Lergravsvej,Copenhague,France,boulangerie/patisserie/sur_le_pouce/brunch,,,,Lergravsvej 57  2300 København,https://images.squarespace-cdn.com/content/v1/5a82b01e2aeba51bd261d7e4/1580213321152-4NTIQ6W7ZFMHIH4H4H1Z/N%C3%B8rrebro+wulff+og+konstali+Sankt+hans+torv+david+thulstrup+food+shop+brunch+simpelt+bla%CC%8A+hyggelig+copenhagen+k%C3%B8benhavn++.jpg
176,,,Yann Couvreur Pâtisserie - Paris 10,75010,France,boulangerie/patisserie/sur_le_pouce,,,,137 Ave Parmentier,http://business.lesechos.fr/images/2020/01/31/334735_yann-couvreur-revisite-le-modele-de-la-patisserie-web-tete-0602657705311_1200x640.jpg
177,,,Yann Couvreur Pâtisserie - Galeries Lafayette Gourmet,75009,France,boulangerie/patisserie/sur_le_pouce,,,,35 Bd Haussmann,http://business.lesechos.fr/images/2020/01/31/334735_yann-couvreur-revisite-le-modele-de-la-patisserie-web-tete-0602657705311_1200x640.jpg
178,,,Yann Couvreur Pâtisserie - Paris 17,75017,France,boulangerie/patisserie/sur_le_pouce,,,,25 Rue Legendre,http://business.lesechos.fr/images/2020/01/31/334735_yann-couvreur-revisite-le-modele-de-la-patisserie-web-tete-0602657705311_1200x640.jpg
179,2.328127,48.865241,Le Meurice,75001,France,gastronomique/brunch/hotel/patisserie,,,,228 Rue de Rivoli,https://www.dorchestercollection.com/wp-content/uploads/paris-le-meurice-restaurant-le-meurice-alain-ducasse-landscape-1920x840.jpg
180,,,Cédric Grolet Opéra,75002,France,boulangerie/patisserie/sur_le_pouce/brunch,,,,35 Av. de l'Opéra,http://foodandsens.com/wp-content/uploads/2019/11/Capture-d%E2%80%99%C3%A9cran-2019-11-22-%C3%A0-12.30.00-780x800.png
181,2.3473079,48.8679191,Boneshaker Doughnuts,75002,France,patisserie,,,,77 Rue d'Aboukir,https://petitsfrenchies.com/wp-content/uploads/2016/08/13612242-1001991283187216-6635438370858704376-n-810x592.jpg
182,,,Fou de Pâtisserie - Martyrs,75009,France,patisserie,,,,36 Rue des Martyrs,http://www.surprisesetgourmandises.fr/wp-content/uploads/2016/08/boutique_FDP24-683x1024.jpg
183,,,Fou de Pâtisserie - Montorgueil,75002,France,patisserie,,,,45 Rue Montorgueil,http://www.surprisesetgourmandises.fr/wp-content/uploads/2016/08/boutique_FDP24-683x1024.jpg
184,2.3628904,48.8712453,Du Pain et des Idées,75010,France,boulangerie/sur_le_pouce,,,,34 Rue Yves Toudic,https://media.timeout.com/images/105318256/image.jpg
185,2.3687121,48.8652898,Boulangerie Utopie,75011,France,boulangerie/sur_le_pouce/patisserie,,,,20 Rue Jean-Pierre Timbaud,http://www.tableadecouvert.fr/wp-content/uploads/2016/04/P1020114.jpg
186,2.3377974,48.8856653,Pâtisserie Gilles Marchal,75018,France,boulangerie/sur_le_pouce/patisserie,,,,9 Rue Ravignan,https://www.doitinparis.com/files/2020/bars-restos-food/patisseries/10/gilles-marchal/gilles-marchal.jpg
187,2.3368532,48.8675969,Tomo,75002,France,patisserie/japonais/the,,,,11 Rue Chabanais,"https://epiceries.imgix.net/shop_images/324043/original/Frame_5.png?ixlib=rails-4.2.0&auto=format%2Ccompress&fit=crop&crop=faces&1623432637&ch=Width,DPR&h=315"
188,2.3468149,48.8652644,Stohrer,75002,France,patisserie,,,,51 Rue Montorgueil,https://media-cdn.tripadvisor.com/media/photo-s/16/21/f6/a8/baba-chantilly-stohrer.jpg
189,,,Des Gâteaux et du Pain - Saint Germain,75007,France,boulangerie/patisserie,,,,89 Rue du Bac,https://www.pagesjaunes.fr/media/ugc/des_gateaux_et_du_pain_07505600_083303480
190,,,Des Gâteaux et du Pain - Montparnasse,75015,France,boulangerie/patisserie,,,,63 Bd Pasteur,https://www.pagesjaunes.fr/media/ugc/des_gateaux_et_du_pain_07505600_083303480
191,2.3608404,48.8702307,HOUSE OF 3 BROTHERS & BROTHERS EAT,75010,France,patisserie/brunch/coffee_shop/sur_le_pouce,,,,23/25 Rue de Lancry,http://marionadecouvert.com/wp-content/uploads/2017/05/HOUSE-OF-3-BROTHERS-PATISSERIE-ALLEMANDE.jpg
192,-1.5642022,43.4330387,Moulin de Bassilour Boulangerie Pâtisserie,Bidart,France,boulangerie,,,,1129 Rue Bassilour,https://media-cdn.tripadvisor.com/media/photo-s/0c/6a/f1/fe/le-moulin-de-bassilour.jpg
193,2.3852926,48.8528028,La Chocolaterie Cyril Lignac - Paul Bert,75011,France,patisserie/chocolatier,,,,25 Rue Chanzy,https://www.gourmand-croquant.com/img/cms/lignac/chocolaterie_paul_bert.jpg
194,,,La Pâtisserie Cyril Lignac - Poncelet,75017,France,boulangerie/patisserie/chocolatier,,,,9 Rue Bayen,https://www.cyrillignac.com/wp-content/uploads/2015/01/Capture-d%E2%80%99%C3%A9cran-2019-02-26-%C3%A0-16.18.46-600x600.png
195,,,La Pâtisserie Cyril Lignac - Sèvres,75006,France,boulangerie/patisserie/chocolatier,,,,133 Rue de Sèvres,https://www.cyrillignac.com/wp-content/uploads/2015/01/Capture-d%E2%80%99%C3%A9cran-2019-02-26-%C3%A0-16.18.46-600x600.png
196,,,La Pâtisserie Cyril Lignac - Chaillot,75116,France,boulangerie/patisserie/chocolatier,,,,2 Rue de Chaillot,https://www.cyrillignac.com/wp-content/uploads/2015/01/Capture-d%E2%80%99%C3%A9cran-2019-02-26-%C3%A0-16.18.46-600x600.png
197,,,La Pâtisserie Cyril Lignac - Pasteur,75015,France,boulangerie/patisserie/chocolatier,,,,55 Bd Pasteur,https://www.cyrillignac.com/wp-content/uploads/2015/01/Capture-d%E2%80%99%C3%A9cran-2019-02-26-%C3%A0-16.18.46-600x600.png
198,2.3354833,48.8914828,La Goutte d'Or Pâtisserie,75018,France,boulangerie/sur_le_pouce/chocolatier,,oui,,183 Rue Marcadet,https://cdn-elle.ladmedia.fr/var/plain_site/storage/images/loisirs/sorties/restaurants/patisserie-paris/la-goutte-d-or/75112184-1-fre-FR/La-Goutte-d-or.jpg
199,2.364797,48.873503,Ten Belles,75010,France,boulangerie/patisserie/coffee_shop,,oui,,10 Rue de la Grange aux Belles,https://media.timeout.com/images/105498244/750/422/image.jpg
200,2.3737094,48.8576591,Ten Belles Bread,75011,France,boulangerie/patisserie/coffee_shop,,,,17-19 Rue Breguet,http://painrisien.com/wp-content/uploads/2016/09/DSC08714.jpg
201,,,Ten Belles 6,75006,France,boulangerie/patisserie/coffee_shop,,,,53 Rue du Cherche-Midi,https://parisbymouth.com/wp-content/uploads/2019/11/ten-belles-paris-75006-exterior.jpg
202,2.3653088,48.861154,Boot Café,75003,France,patisserie/coffee_shop,,,,19 Rue du Pont aux Choux,https://speisekarte.menu/storage/media/company_images/744618/qdYnV8pY7K.jpg
203,,,Season Marais,75003,France,brunch/sur_le_pouce/vege,,,,1 Rue Charles-François Dupuis,https://www.season-paris.com/wp-content/uploads/2020/09/Sans-titre-102.png
204,,,SEASON AMELOT,75003,France,brunch/sur_le_pouce/vege,,,,67 Rue St Sabin,https://lemenu.co/images/1781d35e0e76646e209592eb5b6ef98f.jpg
205,,,Benoît Castel - Paris 20,75020,France,boulangerie/patisserie/sur_le_pouce/coffee_shop/brunch,,,,150 Rue de Ménilmontant,https://boulangerie-bakery.com/wp-content/uploads/2020/02/Capture-d%E2%80%99%C3%A9cran-2020-02-05-%C3%A0-15.35.58-1140x1505.png
206,,,Coffee Shop Benoît Castel,75020,France,boulangerie/patisserie/sur_le_pouce/coffee_shop/brunch,,,,11 Rue Sorbier,https://media.lesechos.com/api/v1/images/view/5e1990043e45464cdb02d2a4/1280x720/0602548114147-web-tete.jpg
207,2.3981429,48.8703943,Benoît Castel - Paris 11,75011,France,boulangerie/patisserie/sur_le_pouce/coffee_shop/brunch,,,,72 Rue Jean-Pierre Timbaud,https://boulangerie-bakery.com/wp-content/uploads/2020/02/Capture-d%E2%80%99%C3%A9cran-2020-02-05-%C3%A0-15.35.58-1140x1505.png
208,,,Une Glace à Paris - Paris 4,75004,France,glace,,,,15 Rue Sainte-Croix de la Bretonnerie,https://s3-media0.fl.yelpcdn.com/bphoto/aAbw_pNcEivSev1VtrhiRA/l.jpg
209,2.33635,48.885403,Une Glace à Paris - Paris 18,75018,France,glace,,,,16 Pl. des Abbesses,https://s3-media0.fl.yelpcdn.com/bphoto/aAbw_pNcEivSev1VtrhiRA/l.jpg
210,2.3399433,48.8834553,Pain Pain,75018,France,boulangerie/patisserie/sur_le_pouce,,,,88 Rue des Martyrs,https://foodetective-production.s3.amazonaws.com/uploads/picture/photo/d1996e99-af53-4e48-9508-56d15d0d3dec/5e738182-e05f-4dd4-ac07-3ae4db7a9243.jpeg
211,,,Ritz Paris Le Comptoir,75001,France,patisserie/brunch,,,,38 Rue Cambon,https://media-cdn.tripadvisor.com/media/photo-s/1d/00/89/34/ritz-paris-le-comptoir.jpg
212,2.3288932,48.8680987,Ritz Paris,75001,France,gastronomique/hotel/brunch/patisserie/the,,,,15 Pl. Vendôme,https://www.ritzparis.com/sites/default/files/styles/1440x748/public/images/card_page/slideshow/jardins_de_lespadon_hiver_0.jpg?itok=YraKcizJ
213,2.2934759,48.8637135,"Shangri-La Hotel, Paris",75116,France,gastronomique/asiatique,,,,10 Av. d'Iéna,https://www.parisgourmand.com/images/stories/19-restos/bauhinia-shangri-la-paris-75016-s1.jpg
214,,,IBRIK CAFE,75009,France,brunch/neobistrot/coffee_shop,,,,43  rue Laffitte,https://ml1zg2et1ufr.i.optimole.com/ca2Iu6M-PsxEYthm/w:1707/h:1280/q:96/rt:fill/g:sm/https://ibrik.fr/wp-content/uploads/2021/04/19-scaled-uai-1707x1280.jpg
215,,,IBRICK KITCHEN,75002,France,brunch/neobistrot/coffee_shop,,,,9  rue de Mulhouse,https://ml1zg2et1ufr.i.optimole.com/ca2Iu6M-PsxEYthm/w:1707/h:1280/q:96/rt:fill/g:sm/https://ibrik.fr/wp-content/uploads/2021/04/19-scaled-uai-1707x1280.jpg
216,,,IBRICK DELI,75010,France,brunch/neobistrot/coffee_shop,,,,7 Rue d’Enghien,https://ml1zg2et1ufr.i.optimole.com/ca2Iu6M-PsxEYthm/w:1707/h:1280/q:96/rt:fill/g:sm/https://ibrik.fr/wp-content/uploads/2021/04/19-scaled-uai-1707x1280.jpg
217,2.2911097,48.8490809,O Coffeeshop,75015,France,coffee_shop/patisserie/brunch,,,,23 Rue de Lourmel,https://img3.parisbouge.com/5P6kp9wzNeWwKKhPz0OTfGPxaT3cpi2LaMTdeKttuKk/rs:fill:1200:800:1/g:ce/wm:1:soea:12:12:0.12/MjM2ZWU1OTUtY2YwMS00MGFiLWFiNzAtZDUyNzczZjI0NmNmLmpwZw.jpg
218,,,Rose Bakery Take Away,75009,France,coffee_shop/patisserie/boulangerie,,,,46 Rue des Martyrs,"https://resize-elle.ladmedia.fr/rcrop/638,,forcex/img/var/plain_site/storage/images/loisirs/sorties/restaurants/salon-de-the/rose-bakery/54244442-1-fre-FR/Rose-Bakery.jpg"
